headliner_name,event_date,event_venue,event_status,venue_address,artist_genre,ticket_link,n_listeners,artist_playcount,top_album,album_playcount
Jeff Rosenstock,2023-11-28,The Lowbrow Palace,scheduled,"111 Robinson Ave, El Paso Texas 79902","['folk', 'indie', 'indie-rock', 'pop', 'punk', 'rock']",http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=551524&afflky=369NMM,202928,1400620,WORRY.,6224503.0
Hot Mulligan,2023-11-28,House of Blues,scheduled,"1204 Caroline St, Houston Texas 77002",['punk'],https://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Fhot-mulligan-houston-texas-11-28-2023%2Fevent%2F3A005EF63E208F85,202928,1400620,You'll Be Fine,4105718.0
The Menzingers,2023-11-28,South Side Music Hall,scheduled,"1135 South Lamar, Dallas Texas 75215","['indie', 'punk', 'rock']",http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=559085&afflky=369NMM,202928,1400620,On the Impossible Past,3791721.0
Talib Kweli,2023-11-28,Superstition,scheduled,"112 E Riverside Dr, Austin Texas 78704",['hip-hop-rap'],https://link.dice.fm/K39856b0cbc5,202928,1400620,Quality,2246534.0
DeadEye,2023-11-25,Antone’s,scheduled,"305 E 5th St, Austin Texas 78701",[],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fdeadeye-austin-texas-11-25-2023%2Fevent%2F3A005F53E08543DF%3Futm_content%3Dhotevent,202928,1400620,YAYA,1789.0
DJ Phlex,2023-11-25,NOTO Houston,scheduled,"3215 McKinney Street, Houston Texas 77003",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=577153&afflky=369NMM,202928,1400620,(null),23.0
Paper Gliders,2023-11-25,White Oak Music Hall (Upstairs),scheduled,"2915 N Main St, Houston Texas 77009",[],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fpaper-gliders-with-blossom-aloe-and-houston-texas-11-25-2023%2Fevent%2F3A005F54EFA56113%3Futm_content%3Dhotevent,202928,1400620,Trials,51.0
DJ Mel,2023-11-25,3TEN Austin City Limits Live,scheduled,"310 Willie Nelson Blvd, Suite 1A, Austin Texas 78701",[],https://3tenaustin.com/?utm_source=jambase,202928,1400620,Love Music,3645.0
Sir Alex,2023-11-25,Live Arena,scheduled,"1650 E. Randol Mill Road, Arlington Texas 76011",[],https://www.axs.com/events/501525/the-drop-sir-alex-tickets?cid=usaffjambase&utm_source=jambase&utm_campaign=jambase,202928,1400620,(null),448.0
Casey Donahew Band,2023-11-25,Gruene Hall,scheduled,"1281 Gruene Rd, New Braunfels Texas 78130",[],http://gruenehall.com/?utm_source=jambase,202928,1400620,Moving On,164742.0
P!NK,2023-11-26,Globe Life Field,scheduled,"1000 Ballpark Way, Arlington Texas 76011",['pop'],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fpnk-summer-carnival-2023-arlington-texas-11-26-2023%2Fevent%2F0C005C5CD48C4981%3Futm_content%3Dhotevent,202928,1400620,The Truth About Love,15573414.0
Roy Woods,2023-11-26,Warehouse Live Ballroom,scheduled,"813 St. Emanual, Houston Texas 77003","['hip-hop-rap', 'rhythm-and-blues-soul']",http://www.warehouselive.com?utm_source=jambase,202928,1400620,Exis,2984816.0
PJ Morton,2023-11-26,Bruton Theatre,scheduled,"650 S Griffin St, Dallas Texas 75270","['indie', 'rhythm-and-blues-soul']",https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fpj-morton-maeta-dallas-texas-11-26-2023%2Fevent%2F0C005F2EED625B0B,202928,1400620,Gumbo,511854.0
Princess Chelsea,2023-11-26,Antone’s,scheduled,"305 E 5th St, Austin Texas 78701",['pop'],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fprincess-chelsea-w-kinneret-austin-texas-11-26-2023%2Fevent%2F3A005F1DEA0A5CC3,202928,1400620,Lil' Golden Book,2289246.0
Pussy Riot,2023-11-26,Tulips,scheduled,"112 St. Louis Ave, Fort Worth Texas 76104","['hip-hop-rap', 'punk']",http://tulipsftw.com/?utm_source=jambase,202928,1400620,PANIC ATTACK,215708.0
Mammoth WVH,2023-11-26,Emo’s Austin,scheduled,"2015 E Riverside Dr, Austin Texas 78741",['rock'],https://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Fmammoth-wvh-the-mammoth-ii-tour-austin-texas-11-26-2023%2Fevent%2F3A005EEBB02C254C,202928,1400620,Mammoth WVH,325999.0
Andrés,2023-11-26,The Lowbrow Palace,scheduled,"111 Robinson Ave, El Paso Texas 79902",['metal'],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=572559&afflky=369NMM,202928,1400620,Strange Memories On This Nervous Night,164100.0
Cancamusa,2023-11-26,Paper Tiger,scheduled,"2410 N St Mary's St, San Antonio Texas 78212",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=571440&afflky=369NMM,202928,1400620,AMOR MINIMAL,18713.0
Lakisha Jones,2023-11-26,Jones Hall,scheduled,"615 Louisiana St, Houston Texas 77208",[],https://houstonsymphony.org/visit/jones-hall/?utm_source=jambase,202928,1400620,So Glad I'm Me,7985.0
Donovan Keith,2023-11-26,Sam’s Burger Joint,scheduled,"330 East Grayson Street, San Antonio Texas 78215",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=570980&afflky=369NMM,202928,1400620,Hot off the Wire,464.0
Virtue,2023-11-26,The 13th floor,scheduled,"711 Red River Street, Austin Texas 78701",[],https://link.dice.fm/se0c466c5331,202928,1400620,We Stand To Fight,39654.0
BILS,2023-11-26,White Oak Music Hall (Downstairs),scheduled,"2915 N Main St, Houston Texas 77009",[],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fbils-houston-texas-11-26-2023%2Fevent%2F3A005F4FDD7A317C,202928,1400620,Mans on the Move,709.0
Hamaki,2023-11-26,RISE Rooftop,scheduled,"2600 Travis, Houston Texas 77006",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=569514&afflky=369NMM,202928,1400620,(null),2172.0
Brit Floyd,2023-11-26,The Aztec Theatre,scheduled,"201 E Commerce St, San Antonio Texas 78205",[],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Fpalladium-entertainment-presents-brit-floyd-50-san-antonio-texas-11-26-2023%2Fevent%2F3A005F126EE012AD,202928,1400620,The Pink Floyd Tribute Show (Live From Liverpool),3580.0
Lindsey Stirling,2023-11-27,Abraham Chavez Theatre,scheduled,"1 Civic Center Plaza, El Paso Texas 79901","['classical', 'edm', 'pop', 'rock']",https://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Flindsey-stirling-snow-waltz-tour-el-paso-texas-11-27-2023%2Fevent%2F0C005F0FE79950F5,202928,1400620,Lindsey Stirling,6298382.0
Princess Chelsea,2023-11-27,The Bronze Peacock at House of Blues,scheduled,"1204 Caroline St, Houston Texas 77002",['pop'],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Fprincess-chelsea-houston-texas-11-27-2023%2Fevent%2F3A005F1E7935140F,202928,1400620,Lil' Golden Book,2289246.0
Angel Du$t,2023-11-27,Paper Tiger,scheduled,"2410 N St Mary's St, San Antonio Texas 78212","['indie', 'punk']",http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=559783&afflky=369NMM,202928,1400620,Rock The Fuck On Forever,731479.0
Andrés,2023-11-27,Vibes Event Center,scheduled,"1211 East Houston, San Antonio Texas 78205",['metal'],https://vibeseventcenter.com/?utm_source=jambase,202928,1400620,Strange Memories On This Nervous Night,164100.0
Soul Man Sam,2023-11-27,Antone’s,scheduled,"305 E 5th St, Austin Texas 78701",[],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fblue-monday-with-soul-man-sam-austin-texas-11-27-2023%2Fevent%2F3A005F66DCA73E8D%3Futm_content%3Dhotevent,202928,1400620,Eastside Kings,15.0
The Bluegrass Outfit,2023-11-27,Radio Coffee & Beer,scheduled,"4204 Manchaca Road, Austin Texas 78704",[],https://link.dice.fm/Gc90fc4e3e08,202928,1400620,,
Jelly Roll,2023-11-28,Dickies Arena,scheduled,"3464 Trail Dr, Fort Worth Texas 76107",['hip-hop-rap'],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2F1061-kiss-fms-jingle-ball-presented-fort-worth-texas-11-28-2023%2Fevent%2F0C005F35E350334D,202928,1400620,Ballads of the Broken,320717.0
Real Friends,2023-11-30,White Oak Music Hall (Downstairs),scheduled,"2915 N Main St, Houston Texas 77009",['punk'],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Freal-friends-knuckle-puck-houston-texas-11-30-2023%2Fevent%2F3A005EE8C06328E6%3Futm_content%3Dhotevent,202928,1400620,Put Yourself Back Together,1810212.0
Phil Wickham,2023-11-30,Austin Ridge Bible Church,scheduled,"9300 Bee Cave Rd, Austin Texas 78733","['christian', 'folk', 'indie']",https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketweb.com%2Fevent%2Fphil-wickham-behold-christmas-tour-austin-ridge-bible-church-tickets%2F13626798,202928,1400620,Cannons,779276.0
Ben Rector,2023-11-30,ACL Live at The Moody Theater,scheduled,"310 Willie Nelson Blvd, W. 2nd Street, Austin Texas 78701","['folk', 'indie', 'pop', 'rock']",https://acl-live.com/?utm_source=jambase,202928,1400620,Brand New,708898.0
Phil Wickham,2023-12-01,Woodlands Church,scheduled,"1 Fellowship Drive, The Woodlands Texas 77384","['christian', 'folk', 'indie']",https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketweb.com%2Fevent%2Fphil-wickham-behold-christmas-tour-woodlands-church-tickets%2F13626848,202928,1400620,Cannons,779276.0
That Mexican OT,2023-12-01,La Hacienda Events Center,scheduled,"12600 State Highway 191, Midland Texas 79707",[],https://www.tixr.com/groups/dinproductions/events/that-mexican-ot-midland--83920?utm_source=jambase&utm_campaign=jambase,202928,1400620,Lonestar Luchador,387599.0
Aaron Watson,2023-12-01,Globe News Center for the Performing Arts,scheduled,"500 South Buchanan, Amarillo Texas 79105",['country-music'],https://www.amarillociviccenter.com/?utm_source=jambase,202928,1400620,The Underdog,182770.0
Jeff Rosenstock,2023-12-01,Empire Control Room & Garage,scheduled,"606 E. 7th Street, Austin Texas 78701","['folk', 'indie', 'indie-rock', 'pop', 'punk', 'rock']",http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=551307&afflky=369NMM,202928,1400620,WORRY.,6224503.0
Suffocation,2023-12-01,Scout Bar,scheduled,"18307 Egret Bay Blvd., Houston Texas 77058",['metal'],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=565987&afflky=369NMM,202928,1400620,Effigy of the Forgotten,1669111.0
Tritonal,2023-12-01,Stereo Live,scheduled,"6400 Richmond Avenue, Houston Texas 77057","['edm', 'pop']",http://stereolivehouston.com/?utm_source=jambase,202928,1400620,Painting With Dreams,534825.0
We Are Scientists,2023-12-01,Paper Tiger,scheduled,"2410 N St Mary's St, San Antonio Texas 78212","['indie', 'indie-rock', 'rock']",http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=561256&afflky=369NMM,202928,1400620,With Love And Squalor,12105780.0
Sam Tinnesz,2023-12-01,Club DaDa,scheduled,"2720 Elm Street, Dallas  Texas 75223",['pop'],https://www.dadadallas.com/?utm_source=jambase,202928,1400620,Play with Fire (feat. Yacht Money),1350270.0
Moon Taxi,2023-12-01,Emo’s Austin,scheduled,"2015 E Riverside Dr, Austin Texas 78741","['folk', 'indie', 'indie-rock', 'pop', 'rock']",https://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fmoon-taxi-with-the-stews-austin-texas-12-01-2023%2Fevent%2F3A005EB209587EE1,202928,1400620,Mountains Beaches Cities,517598.0
Tommy Emmanuel,2023-12-01,Cullen Performance Hall,scheduled,"4800 Calhoun Road, Houston Texas 77004","['bluegrass', 'folk', 'instrumental', 'jazz', 'rock']",https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fuh.evenue.net%2Fcgi-bin%2Fncommerce3%2FSEGetEventList%3FgroupCode%3DTOM%26linkID%3Dhouston%26shopperContext%3D%26caller%3D%26appCode%3D,202928,1400620,Endless Road,690880.0
Liz Phair,2023-12-01,ACL Live at The Moody Theater,scheduled,"310 Willie Nelson Blvd, W. 2nd Street, Austin Texas 78701","['folk', 'pop', 'rock']",https://acl-live.com/?utm_source=jambase,202928,1400620,Exile in Guyville,3882579.0
G Jones,2023-12-01,House Of Blues,scheduled,"2200 N. Lamar Street, Dallas Texas 75202",['edm'],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Fg-jones-dallas-texas-12-01-2023%2Fevent%2F0C005EF2D04B35B3,202928,1400620,The Ineffable Truth,513671.0
Wade Bowen,2023-12-01,Arlington Backyard,scheduled,"1650 E Randol Mill Rd STE 140, Arlington Texas 76011",['country-music'],https://www.axs.com/events/509830/miller-lite-hot-country-nights-wade-bowen-tickets?cid=usaffjambase&utm_source=jambase&utm_campaign=jambase,202928,1400620,If We Ever Make It Home,152598.0
Alexandra Kay,2023-12-01,The Echo Lounge & Music Hall,scheduled,"1323 N. Stemmons Fwy., Dallas Texas 75207",['country-music'],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Falexandra-kay-all-ive-ever-known-dallas-texas-12-01-2023%2Fevent%2F0C005F2BE9684ACF,202928,1400620,All I've Ever Known,12776.0
Sunn O))),2023-12-01,White Oak Music Hall (Downstairs),scheduled,"2915 N Main St, Houston Texas 77009",['metal'],https://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fsunn-o-houston-texas-12-01-2023%2Fevent%2F3A005F2B07265016,202928,1400620,Black One,1207984.0
Nascar Aloe,2023-12-01,Studio 210 Nightclub and Bar,scheduled,"10319 Perrin Beitel, San Antonio Texas 78217",['hip-hop-rap'],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=572009&afflky=369NMM,202928,1400620,SH!THEAD,1040027.0
Samara Joy,2023-12-01,Cullen Theater,scheduled,"500 Texas St, Houston Texas 77001",['jazz'],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fsamara-joy-a-joyful-holiday-houston-texas-12-01-2023%2Fevent%2F3A005EFC7B332E16,202928,1400620,Linger Awhile,278189.0
Habstrakt,2023-12-01,The Marc,scheduled,"120 E San Antonio, San Marcos Texas 78666",['edm'],https://themarcsm.com/?utm_source=jambase,202928,1400620,The One (The Remixes),117133.0
Deerhoof,2023-12-01,The Parish,scheduled,"214 E. Sixth St, Austin Texas 78701","['indie', 'indie-rock', 'pop', 'rock']",http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=563986&afflky=369NMM,202928,1400620,The Runners Four,2315845.0
Peekaboo,2023-12-01,The Concourse Project,scheduled,"8509 Burleson Road, Austin Texas 78719",['edm'],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=569334&afflky=369NMM,202928,1400620,Badders,144289.0
Old 97’s,2023-12-01,Gruene Hall,scheduled,"1281 Gruene Rd, New Braunfels Texas 78130","['americana', 'country-music', 'folk', 'indie', 'pop', 'rock']",http://gruenehall.com/?utm_source=jambase,202928,1400620,Too Far to Care,514.0
Wyatt Flores,2023-12-01,Warehouse Live Ballroom,scheduled,"813 St. Emanual, Houston Texas 77003",['country-music'],http://www.warehouselive.com?utm_source=jambase,202928,1400620,Please Don't Go,231385.0
Dwarves,2023-12-01,Elysium,scheduled,"705 Red River St, Austin Texas 78701",['punk'],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=573042&afflky=369NMM,202928,1400620,The Dwarves Are Young and Good Looking,461129.0
Muscadine Bloodline,2023-12-01,Hurricane Harry’s,scheduled,"313 College Ave, College Station Texas 77840",['country-music'],http://harrys.bcsclubs.com/?utm_source=jambase,202928,1400620,Teenage Dixie,121329.0
The Motet,2023-12-01,Deep Ellum Art Company,scheduled,"3200 Commerce Street, Dallas Texas 75226","['funk', 'jamband', 'rhythm-and-blues-soul']",https://deepellumart.co/?utm_source=jambase,202928,1400620,Dig Deep,86019.0
The Meteors,2023-12-01,Vibes Event Center,scheduled,"1211 East Houston, San Antonio Texas 78205","['punk', 'rock']",https://www.eventbrite.com/e/the-meteors-tickets-707738313347,202928,1400620,In Heaven,283583.0
American Aquarium,2023-12-01,Scoot Inn,scheduled,"1308 E 4th St, Austin Texas 78702","['americana', 'country-music', 'folk', 'rock']",https://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Famerican-aquarium-with-lance-roark-austin-texas-12-01-2023%2Fevent%2F3A005F0E3C1C71E3,202928,1400620,Lamentations,158771.0
Eli Brown,2023-12-01,Stereo Live Dallas,scheduled,"2711 Storey Ln, Dallas Texas 75220",['edm'],https://www.eventbrite.com/e/eli-brown-north-american-tour-2023-stereo-live-dallas-tickets-704965218947,202928,1400620,Be The One,211180.0
Zach Williams,2023-12-01,First Baptist Church,scheduled,"3015 Moores Lane, Texarkana Texas 75503",['christian'],https://seatgeek.pxf.io/c/252938/1756891/20501?url=https%3A%2F%2Fseatgeek.com%2Fzach-williams-tickets%2Ftexarkana-texas-first-baptist-church-338-2023-12-01-7-pm%2Fconcert%2F6232695%3Faid%3D13185,202928,1400620,Chain Breaker (Deluxe Edition),165676.0
Brett Young,2023-12-01,Billy Bobs,scheduled,"2520 Rodeo Plz, Fort Worth Texas 76164",['country-music'],https://billybobstexas.com/?utm_source=jambase,202928,1400620,Brett Young,1166485.0
Houndmouth,2023-11-30,Antone’s,scheduled,"305 E 5th St, Austin Texas 78701","['americana', 'folk', 'indie', 'rock']",https://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fhoundmouth-austin-texas-11-30-2023%2Fevent%2F3A005EF1A1F11AC2,202928,1400620,Little Neon Limelight,2761475.0
Fred Hammond,2023-12-01,Texas Trust CU Theatre at Grand Prairie,scheduled,"1001 Performance Place, Grand Prairie Texas 75070",[],https://www.axs.com/events/501700/fred-hammond-worship-live-tickets?cid=usaffjambase&utm_source=jambase&utm_campaign=jambase,202928,1400620,somethin' 'bout love,165249.0
That Mexican OT,2023-11-30,Brewster Street Ice House,scheduled,"1724 N. Tancahua, Corpus Christi Texas 78401",[],https://www.tixr.com/groups/dinproductions/events/that-mexican-ot-corpus-christi--83918?utm_source=jambase&utm_campaign=jambase,202928,1400620,Lonestar Luchador,387599.0
Jeff Rosenstock,2023-11-30,Paper Tiger,scheduled,"2410 N St Mary's St, San Antonio Texas 78212","['folk', 'indie', 'indie-rock', 'pop', 'punk', 'rock']",http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=551306&afflky=369NMM,202928,1400620,WORRY.,6224503.0
Suffocation,2023-11-30,Granada Theater,scheduled,"3524 Greenville Ave, Dallas Texas 75206",['metal'],https://www.granadatheater.com/?utm_source=jambase,202928,1400620,Effigy of the Forgotten,1669111.0
Tommy Emmanuel,2023-11-30,Majestic Theatre,scheduled,"1925 Elm Street, Dallas Texas 75201","['bluegrass', 'folk', 'instrumental', 'jazz', 'rock']",https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Ftommy-emmanuel-cgp-dallas-texas-11-30-2023%2Fevent%2F0C005E4197762FE0,202928,1400620,Endless Road,690880.0
We Are Scientists,2023-11-30,Club DaDa,scheduled,"2720 Elm Street, Dallas  Texas 75223","['indie', 'indie-rock', 'rock']",https://www.dadadallas.com/?utm_source=jambase,202928,1400620,With Love And Squalor,12105780.0
Moon Taxi,2023-11-30,Last Concert Cafe,scheduled,"1403 Nance St, Houston Texas 77002","['folk', 'indie', 'indie-rock', 'pop', 'rock']",http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=551845&afflky=369NMM,202928,1400620,Mountains Beaches Cities,517598.0
Keys N Krates,2023-11-30,It’ll Do,scheduled,"4322 Elm Street, Dallas Texas 75226",['edm'],http://itlldoclub.com/?utm_source=jambase,202928,1400620,Cura,314415.0
Sunn O))),2023-11-30,Texas Theatre,scheduled,"231 West Jefferson Boulevard, Dallas Texas 75208",['metal'],https://thetexastheatre.com/?utm_source=jambase,202928,1400620,Black One,1207984.0
Nascar Aloe,2023-11-30,Come and Take It Live,scheduled,"2015 E. Riverside Dr., Austin Texas 78741",['hip-hop-rap'],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=572006&afflky=369NMM,202928,1400620,SH!THEAD,1040027.0
Wyatt Flores,2023-11-30,John T. Floore Country Store,scheduled,"14492 Old Bandera Road, Helotes Texas 78023",['country-music'],http://www.liveatfloores.com/?utm_source=jambase,202928,1400620,Please Don't Go,231385.0
American Aquarium,2023-11-30,The Heights Theater,scheduled,"339 West 19th Street, Houston Texas 77008","['americana', 'country-music', 'folk', 'rock']",http://theheightstheater.com/?utm_source=jambase,202928,1400620,Lamentations,158771.0
Angel Du$t,2023-11-30,Tulips,scheduled,"112 St. Louis Ave, Fort Worth Texas 76104","['indie', 'punk']",http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=560401&afflky=369NMM,202928,1400620,Rock The Fuck On Forever,731479.0
Madeline The Person,2023-11-30,White Oak Music Hall (Upstairs),scheduled,"2915 N Main St, Houston Texas 77009",['folk'],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fmadeline-the-person-the-watercolor-tour-houston-texas-11-30-2023%2Fevent%2F3A005F34F65B7487,202928,1400620,MEAN!,498963.0
Luuk van Dijk,2023-11-30,The Cut,scheduled,"715 Red River St, Austin Texas 78701",['edm'],https://link.dice.fm/O75d1f7a33a2,202928,1400620,Suavo EP,23305.0
Wild the Coyote,2023-11-30,Scout Bar,scheduled,"18307 Egret Bay Blvd., Houston Texas 77058",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=574630&afflky=369NMM,202928,1400620,Reaper,2603.0
Jacob Stelly,2023-11-30,Twisted J Live,scheduled,"2281 US-377, Stephenville Texas 76401",['country-music'],https://etix.prf.hn/click/camref:1101lGKCg/destination:https://www.etix.com/ticket/p/84877040/jacob-stelly-wtba-stephenville-twisted-j-live,202928,1400620,Moondog,9088.0
Josey Scott,2023-11-30,Trees,scheduled,"2707 Elm Street, Dallas Texas 75226",[],https://www.axs.com/events/504159/josey-scott-s-saliva-tickets?cid=usaffjambase&utm_source=jambase&utm_campaign=jambase,202928,1400620,Hero (CD Single),599.0
Altamesa,2023-11-30,Duetts Texas Club,scheduled,"420 Main Street, Martindale Texas 78655",[],https://link.dice.fm/qcafc6375060,202928,1400620,Idol Frontier,450.0
Sofar Sounds Austin Secret Concert,2023-11-30,Sofar Sounds East Austin,scheduled,", Austin Texas ",[],https://sofarsounds.sjv.io/c/252938/1332467/16078?u=https://www.sofarsounds.com/events/51946,202928,1400620,,
Sofar Sounds Dallas / Fort Worth Secret Concert,2023-11-30,Sofar Sounds Fair Park,scheduled,", Dallas Texas ",[],https://sofarsounds.sjv.io/c/252938/1332467/16078?u=https://www.sofarsounds.com/events/51197,202928,1400620,,
Gala,2023-11-30,RISE Rooftop,scheduled,"2600 Travis, Houston Texas 77006",[],https://seatgeek.pxf.io/c/252938/1756891/20501?url=https%3A%2F%2Fseatgeek.com%2Fthe-gala-tickets%2Fhouston-texas-proof-rooftop-lounge-2-2023-11-30-7-pm%2Fconcert%2F6275891%3Faid%3D13185,202928,1400620,Come Into My Life (The Album),1210797.0
Meteors,2023-11-30,Sundown at Granada,scheduled,"3520 Greenville Ave., Dallas Texas 75206",[],https://sundownatgranada.com/?utm_source=jambase,202928,1400620,In Heaven,283583.0
Myoa,2023-11-30,Warehouse Live Studio,scheduled,"813 St. Emanuel Street, Houston Texas 77003",[],https://www.tixr.com/groups/warehouselive/events/myoa-best-days-ahead-79242?utm_source=jambase&utm_campaign=jambase,202928,1400620,Beautiful Journey,108.0
Jaret Ray Reddick,2023-11-30,Sam’s Burger Joint,scheduled,"330 East Grayson Street, San Antonio Texas 78215",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=563576&afflky=369NMM,202928,1400620,Just Woke Up,10282.0
Billy Glitter,2023-11-30,Radio/East,scheduled,"3504 Montopolis Drive, Austin Texas 78744",[],https://link.dice.fm/G1cf82eb4457,202928,1400620,Planet Goblin,173.0
Janet Jackson,2023-12-01,NRG Stadium,scheduled,"One Reliant Park, Houston Texas 77054","['pop', 'rhythm-and-blues-soul']",https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fjanet-jackson-ahf-presents-world-aids-houston-texas-12-01-2023%2Fevent%2F3A005F4DC5A03517%3Futm_content%3Dhotevent,202928,1400620,The Velvet Rope,6358754.0
Lauren Daigle,2023-12-01,Dickies Arena,scheduled,"3464 Trail Dr, Fort Worth Texas 76107",['christian'],https://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Flauren-daigle-the-kaleidoscope-tour-fort-worth-texas-12-01-2023%2Fevent%2F0C005E6A09B855B1,202928,1400620,Look Up Child,1891685.0
The Broken Spokes,2023-11-25,Armadillo Palace,scheduled,"5015 Kirby Drive, Houston Texas 77098",[],https://etix.prf.hn/click/camref:1101lGKCg/destination:https://www.etix.com/ticket/p/45277292/broken-spokes-satnov-252023-houston-armadillo-palace,202928,1400620,Where I Went Wrong,5220.0
Kidz Bop,2023-11-25,Will Rogers Auditorium,scheduled,"3401 W Lancaster Ave, Fort Worth Texas 76107",[],https://www.fortworth.com/will-rogers-memorial-center/?utm_source=jambase,202928,1400620,(null),1840.0
Eptic,2023-12-09,Stereo Live Dallas,scheduled,"2711 Storey Ln, Dallas Texas 75220",['edm'],https://www.eventbrite.com/e/eptic-hell-on-earth-tour-w-eliminate-stereo-live-dallas-tickets-710614696687,202928,1400620,The End of the World,95550.0
Free Throw,2023-11-25,Trees,scheduled,"2707 Elm Street, Dallas Texas 75226",['punk'],https://www.axs.com/events/496883/free-throw-tickets?cid=usaffjambase&utm_source=jambase&utm_campaign=jambase,202928,1400620,Those Days Are Gone,2853379.0
The Motts,2023-11-24,Antone’s,scheduled,"305 E 5th St, Austin Texas 78701",[],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fthe-motts-w-soul-man-sam-austin-texas-11-24-2023%2Fevent%2F3A005F53DBFF4196%3Futm_content%3Dhotevent,202928,1400620,"The Motts (Live at the Belmont, 11.19.08)",58.0
Kylie,2023-11-24,Armadillo Palace,scheduled,"5015 Kirby Drive, Houston Texas 77098",[],https://etix.prf.hn/click/camref:1101lGKCg/destination:https://www.etix.com/ticket/p/54224913/kylie-frey-houston-armadillo-palace,202928,1400620,Fever,13326874.0
Mad Mexicans,2023-11-24,Trees,scheduled,"2707 Elm Street, Dallas Texas 75226",[],http://trees.com?utm_source=jambase,202928,1400620,The Revolution Has Begun,1680.0
