headliner_name,event_date,event_venue,event_status,venue_address,artist_genre,ticket_link,n_listeners,artist_playcount,top_album,album_playcount
Y’all Out Boy,2023-12-16,Last Concert Cafe,scheduled,"1403 Nance St, Houston Texas 77002",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=576741&afflky=369NMM,202928,1400620,,
Pender Street Steppers,2023-12-16,Empire Control Room & Garage,scheduled,"606 E. 7th Street, Austin Texas 78701",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=572667&afflky=369NMM,202928,1400620,Our Time,51471.0
The Tender Things,2023-12-16,Duetts Texas Club,scheduled,"420 Main Street, Martindale Texas 78655",[],https://link.dice.fm/Qd1e34c230c7,202928,1400620,How You Make a Fool,2364.0
Texas Flood – a Tribute to Stevie Ray Vaughan,2023-12-16,Scout Bar,scheduled,"18307 Egret Bay Blvd., Houston Texas 77058",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=566367&afflky=369NMM,202928,1400620,,
DJ Hex,2023-12-16,Live Arena,scheduled,"1650 E. Randol Mill Road, Arlington Texas 76011",[],https://www.axs.com/events/501462/the-drop-dj-hex-tickets?cid=usaffjambase&utm_source=jambase&utm_campaign=jambase,202928,1400620,Mixes,143.0
Warrant,2023-12-17,The Factory in Deep Ellum,scheduled,"2713 Canton Street, Dallas Texas 75226","['metal', 'rock']",https://www.axs.com/events/490191/warrant-tickets?cid=usaffjambase&utm_source=jambase&utm_campaign=jambase,202928,1400620,Cherry Pie,2053664.0
Brett Eldredge,2023-12-17,Texas Trust CU Theatre at Grand Prairie,scheduled,"1001 Performance Place, Grand Prairie Texas 75070",['country-music'],https://www.axs.com/events/502953/brett-eldredge-christmas-2023-tickets?cid=usaffjambase&utm_source=jambase&utm_campaign=jambase,202928,1400620,Bring You Back,637360.0
Anita Baker,2023-12-17,American Airlines Center,scheduled,"2500 Victory Ave, Dallas Texas 75219","['funk', 'jazz', 'rhythm-and-blues-soul']",https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fanita-baker-the-songstress-dallas-texas-12-17-2023%2Fevent%2F0C005D68D4982E20,202928,1400620,Rapture,903451.0
for KING & COUNTRY,2023-12-17,Toyota Center,scheduled,"1510 Polk Street, Houston Texas 77002","['christian', 'rock']",https://www.axs.com/events/493895/for-king-country-tickets?cid=usaffjambase&utm_source=jambase&utm_campaign=jambase,202928,1400620,,
Sarah Brightman,2023-12-17,Majestic Theatre,scheduled,"226 East Houston St., San Antonio Texas 78205",['pop'],https://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fsarah-brightman-a-christmas-symphony-tour-san-antonio-texas-12-17-2023%2Fevent%2F3A005EA4B3FF652F,202928,1400620,Symphony,1498757.0
Explosions in the Sky,2023-12-15,ACL Live at The Moody Theater,scheduled,"310 Willie Nelson Blvd, W. 2nd Street, Austin Texas 78701","['indie', 'rock']",http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=571996&afflky=369NMM,202928,1400620,The Earth Is Not a Cold Dead Place,12745191.0
Los Rieleros Del Norte,2023-12-15,El Regio,scheduled,"3316 Shaver Street, Pasadena Texas 77504",['latin'],https://prf.hn/click/camref:1011l9QnS/destination:https://www.stubhub.com/los-rieleros-del-norte-pasadena-tickets-12-15-2023/event/152546715/,202928,1400620,Invencible,112958.0
John Cortez Band,2023-12-20,Sam’s Burger Joint,scheduled,"330 East Grayson Street, San Antonio Texas 78215",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=574141&afflky=369NMM,202928,1400620,,
Blue October,2023-12-10,Payne Arena,scheduled,"2600 N 10th Street, Hidalgo Texas 78557","['pop', 'rock']",https://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fblue-october-hidalgo-texas-12-10-2023%2Fevent%2F3A005EEA9CC91E3D,202928,1400620,Foiled,5467534.0
Sofar Sounds Dallas / Fort Worth Secret Concert,2023-12-09,Sofar Sounds Lakewood,scheduled,", Dallas Texas ",[],https://sofarsounds.sjv.io/c/252938/1332467/16078?u=https://www.sofarsounds.com/events/52516,202928,1400620,,
Sofar Sounds Houston Secret Concert,2023-12-09,Sofar Sounds Midtown,scheduled,", Houston Texas ",[],https://sofarsounds.sjv.io/c/252938/1332467/16078?u=https://www.sofarsounds.com/events/51898,202928,1400620,,
Big Bill,2023-12-09,Radio/East,scheduled,"3504 Montopolis Drive, Austin Texas 78744",[],https://link.dice.fm/z52566b31e2e,202928,1400620,Stand By Your Bill,2776.0
SOSA (UK),2023-12-09,The Cut,scheduled,"715 Red River St, Austin Texas 78701",[],https://link.dice.fm/F15646eba9f9,202928,1400620,Repopulate Stars Summer Jams,14.0
Eclipse – A Tribute to Journey,2023-12-09,Sam’s Burger Joint,scheduled,"330 East Grayson Street, San Antonio Texas 78215",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=571480&afflky=369NMM,202928,1400620,,
Rod Wave,2023-12-10,Moody Center,scheduled,"2001 Robert Dedman Dr, Austin Texas 78712",['hip-hop-rap'],https://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Frod-wave-nostalgia-tour-austin-texas-12-10-2023%2Fevent%2F3A005F25F5264062,202928,1400620,SoulFly,3214734.0
Akon,2023-12-10,House Of Blues,scheduled,"2200 N. Lamar Street, Dallas Texas 75202",['pop'],https://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Fakon-super-fan-tour-dallas-texas-12-10-2023%2Fevent%2F0C005F282A55746A,202928,1400620,Konvicted,8501070.0
Queens of the Stone Age,2023-12-10,The Pavilion at Toyota Music Factory,scheduled,"300 West Las Colinas Boulevard, Irving Texas 75039","['blues', 'metal', 'rock']",https://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Fqueens-of-the-stone-age-the-irving-texas-12-10-2023%2Fevent%2F0C005F30E8B046B4,202928,1400620,Songs for the Deaf,43429710.0
Enjambre,2023-12-10,Dos Amigos,scheduled,"329 W. 47th, Odessa Texas 79760","['indie', 'latin', 'rock']",https://www.tixr.com/groups/dinproductions/events/enjambre-odessa--79491?utm_source=jambase&utm_campaign=jambase,202928,1400620,Daltónico,1495194.0
Ramón Ayala,2023-12-10,Majestic Theatre,scheduled,"226 East Houston St., San Antonio Texas 78205","['latin', 'pop']",https://www.majesticempire.com/?utm_source=jambase,202928,1400620,Serie 20 Exitos,42462.0
Black Pumas,2023-12-10,House of Blues,scheduled,"1204 Caroline St, Houston Texas 77002",['rhythm-and-blues-soul'],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Fblack-pumas-houston-texas-12-10-2023%2Fevent%2F3A005F2F30A78955,202928,1400620,Black Pumas,2830574.0
Michael W. Smith,2023-12-10,Smart Financial Centre at Sugar Land,scheduled,"18111 Lexington Blvd., Sugar Land Texas 77479",['christian'],http://www.smartfinancialcentre.net/?utm_source=jambase,202928,1400620,Worship,876917.0
Jazmin Bean,2023-12-10,Spider House Cafe & Ballroom,scheduled,"2908 East Fruth Street, Austin Texas 78705",['rock'],https://www.ballroomtx.com/?utm_source=jambase,202928,1400620,Worldwide Torture,3492615.0
A Skylit Drive,2023-12-10,Granada Theater,scheduled,"3524 Greenville Ave, Dallas Texas 75206","['metal', 'punk']",https://www.granadatheater.com/?utm_source=jambase,202928,1400620,Wires...And the Concept of Breathing,2973757.0
for KING & COUNTRY,2023-12-15,Dickies Arena,scheduled,"3464 Trail Dr, Fort Worth Texas 76107","['christian', 'rock']",https://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Ffor-king-countrys-a-drummer-boy-fort-worth-texas-12-15-2023%2Fevent%2F0C005ED8D9A035E6,202928,1400620,,
Upon A Burning Body,2023-12-10,Rockhouse Bar & Grill,scheduled,"9828 Montana Ave, El Paso Texas 79925","['metal', 'punk']",http://www.facebook.com/rockhouserdivebarkitchen?utm_source=jambase,202928,1400620,Red. White. Green.,1007686.0
Samara Joy,2023-12-10,Longhorn Ballroom,scheduled,"216 Corinth St, Dallas Texas 75207",['jazz'],https://www.longhornballroom.com/?utm_source=jambase,202928,1400620,Linger Awhile,278189.0
Big Wreck,2023-12-10,Empire Control Room & Garage,scheduled,"606 E. 7th Street, Austin Texas 78701","['indie', 'rock']",http://empireatx.com/?utm_source=jambase,202928,1400620,In Loving Memory Of...,259350.0
Marc Broussard,2023-12-10,The 04 Center,scheduled,"2701 S Lamar Blvd, Austin Texas 78704","['indie', 'pop']",https://www.04center.com/?utm_source=jambase,202928,1400620,Carencro,1012868.0
La Goony Chonga,2023-12-10,The Bronze Peacock at House of Blues,scheduled,"1204 Caroline St, Houston Texas 77002",['hip-hop-rap'],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Fla-goony-chonga-houston-texas-12-10-2023%2Fevent%2F3A005F30921C1D82,202928,1400620,Dimen5ión,528660.0
Pardyalone,2023-12-10,White Oak Music Hall (Upstairs),scheduled,"2915 N Main St, Houston Texas 77009",['hip-hop-rap'],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fpardyalone-i-left-you-in-minnesota-houston-texas-12-10-2023%2Fevent%2F3A005F1EF2E15B44,202928,1400620,not a home,122953.0
Michael Martin Murphey,2023-12-10,Texas Trust CU Theatre at Grand Prairie,scheduled,"1001 Performance Place, Grand Prairie Texas 75070","['country-music', 'rock']",https://www.axs.com/events/495377/michael-martin-murphey-s-cowboy-christmas-tickets?cid=usaffjambase&utm_source=jambase&utm_campaign=jambase,202928,1400620,The Best Of Michael Martin Murphey,75857.0
Radney Foster,2023-12-10,The Kessler Theater,scheduled,"1230 West Davis Street, Dallas Texas 77864",['country-music'],http://thekessler.org/?utm_source=jambase,202928,1400620,"Del Rio, Tx 1959",53114.0
Girl in a Coma,2023-12-10,Paper Tiger,scheduled,"2410 N St Mary's St, San Antonio Texas 78212",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=564732&afflky=369NMM,202928,1400620,Both Before I'm Gone,237162.0
Yvie Oddly,2023-12-10,Trees,scheduled,"2707 Elm Street, Dallas Texas 75226",[],https://www.axs.com/events/483764/yvie-oddly-tickets?cid=usaffjambase&utm_source=jambase&utm_campaign=jambase,202928,1400620,Drag Trap,44054.0
A.J. Croce,2023-12-10,Bayou Music Center,scheduled,"520 Texas Ave, Houston Texas 77002",[],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Fcroce-plays-croce-50th-anniversary-houston-texas-12-10-2023%2Fevent%2F3A005EC2D5A98061,202928,1400620,A.J. Croce,15572.0
Rebecca Loebe,2023-12-10,Sam’s Burger Joint,scheduled,"330 East Grayson Street, San Antonio Texas 78215",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=570098&afflky=369NMM,202928,1400620,Mystery Prize,11332.0
Megafauna,2023-12-10,The 13th floor,scheduled,"711 Red River Street, Austin Texas 78701","['indie', 'rock']",https://link.dice.fm/n25d4217928f,202928,1400620,Maximalist,4279.0
Sofar Sounds Austin Secret Concert,2023-12-09,Sofar Sounds St. Elmo,scheduled,", Austin Texas ",[],https://sofarsounds.sjv.io/c/252938/1332467/16078?u=https://www.sofarsounds.com/events/52138,202928,1400620,,
Houston Symphony,2023-12-09,Jones Hall,scheduled,"615 Louisiana St, Houston Texas 77208",['classical'],https://houstonsymphony.org/visit/jones-hall/?utm_source=jambase,202928,1400620,Music of the Americas,362.0
Matt Rogers,2023-12-09,Paramount Theatre,scheduled,"713 Congress, Austin Texas 78701",[],https://www.austintheatre.org/about-us/paramount-theatre?utm_source=jambase,202928,1400620,Have You Heard of Christmas?,14529.0
Underground Springhouse,2023-12-09,Flamingo Cantina,scheduled,"515 E. Sixth Street, Austin Texas 78701",['indie'],https://flamingocantina.com/?utm_source=jambase,202928,1400620,Joyfell,13094.0
Ape Drums,2023-12-09,The Concourse Project,scheduled,"8509 Burleson Road, Austin Texas 78719",[],https://link.dice.fm/C1b1cbd803a2,202928,1400620,Go Crazy,14836.0
Disco Lines,2023-12-09,Superstition,scheduled,"112 E Riverside Dr, Austin Texas 78704",['edm'],https://link.dice.fm/n5a5d084d92b,202928,1400620,Baby Girl,1284827.0
Cam Cole,2023-12-09,The Parish,scheduled,"214 E. Sixth St, Austin Texas 78701",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=552641&afflky=369NMM,202928,1400620,I See,175602.0
Old 97’s,2023-12-09,Longhorn Ballroom,scheduled,"216 Corinth St, Dallas Texas 75207","['americana', 'country-music', 'folk', 'indie', 'pop', 'rock']",https://www.longhornballroom.com/?utm_source=jambase,202928,1400620,Too Far to Care,514.0
Kolby Cooper,2023-12-09,Gruene Hall,scheduled,"1281 Gruene Rd, New Braunfels Texas 78130",['country-music'],http://gruenehall.com/?utm_source=jambase,202928,1400620,Good Ones Never Last (Deluxe Edition),63242.0
Cory Morrow,2023-12-09,Legacy Hall,scheduled,"7800 Windrose Ave, Plano Texas 75024",['country-music'],https://www.tixr.com/groups/dinproductions/events/2nd-annual-toys-tunes-featuring-cory-morrow--83998?utm_source=jambase&utm_campaign=jambase,202928,1400620,The Man That I've Been,72897.0
American Aquarium,2023-12-09,Ridglea Theater,scheduled,"6025 Camp Bowie Boulevard, Fort Worth Texas 76104","['americana', 'country-music', 'folk', 'rock']",http://ridgleatheater.com?utm_source=jambase,202928,1400620,Lamentations,158771.0
Matt Stell,2023-12-09,The Post OG,scheduled,"2024 Fm 624, Orange Grove Texas 78372",['country-music'],https://etix.prf.hn/click/camref:1101lGKCg/destination:https://www.etix.com/ticket/p/8776217/matt-stell-orange-grove-the-post-og?utm_source=jambase&utm_campaign=jambase,202928,1400620,Everywhere But On,138572.0
Andy Frasco & The U.N.,2023-12-09,Last Concert Cafe,scheduled,"1403 Nance St, Houston Texas 77002","['blues', 'folk', 'jamband', 'rock']",https://seetickets.us/AndyFrascoHouston,202928,1400620,,
Pardyalone,2023-12-09,Club DaDa,scheduled,"2720 Elm Street, Dallas  Texas 75223",['hip-hop-rap'],https://www.dadadallas.com/?utm_source=jambase,202928,1400620,not a home,122953.0
Take 6,2023-12-09,Jo Long Theatre,scheduled,"226 N Hackberry, San Antonio Texas 78202",[],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Ftake-6-san-antonio-texas-12-09-2023%2Fevent%2F3A005F0A849A16E0,202928,1400620,Take 6,101874.0
Wehbba,2023-12-09,The Venue ATX,scheduled,"516 E 6th St, Austin Texas 78701",['edm'],https://www.eventbrite.com/e/wehbba-tickets-53894852956,202928,1400620,Wehbba,36617.0
Michael Martin Murphey,2023-12-09,Charlie McCombs Empire Theatre,scheduled,"266 N. St. Mary's St., San Antonio Texas 78205","['country-music', 'rock']",https://www.majesticempire.com/?utm_source=jambase,202928,1400620,The Best Of Michael Martin Murphey,75857.0
Giovannie & The Hired Guns,2023-12-09,Billy Bobs,scheduled,"2520 Rodeo Plz, Fort Worth Texas 76164",['country-music'],https://billybobstexas.com/?utm_source=jambase,202928,1400620,,
CRi,2023-12-09,BauHaus,scheduled,"1803 Pease Street, Houston Texas 77003",['indie'],https://prf.hn/click/camref:1011l9QnS/destination:https://www.stubhub.com/cri-houston-tickets-12-9-2023/event/152393313/,202928,1400620,Juvenile,162427.0
Vincent Neil Emerson,2023-12-09,Antone’s,scheduled,"305 E 5th St, Austin Texas 78701","['americana', 'country-music', 'folk', 'indie']",https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fvincent-neil-emerson-austin-texas-12-09-2023%2Fevent%2F3A005F15CB8B4942,202928,1400620,Fried Chicken & Evil Women,164526.0
HOL!,2023-12-09,Stereo Live,scheduled,"6400 Richmond Avenue, Houston Texas 77057",['edm'],http://stereolivehouston.com/?utm_source=jambase,202928,1400620,COUNTRY RIDDIM,53739.0
Daniel Donato,2023-12-09,Deep Ellum Art Company,scheduled,"3200 Commerce Street, Dallas Texas 75226","['country-music', 'jamband', 'rock']",https://deepellumart.co/?utm_source=jambase,202928,1400620,A Young Man's Country,43938.0
Joshua Ray Walker,2023-12-09,House of Rock,scheduled,"511 Starr St, Corpus Christi Texas 78401","['americana', 'folk']",http://www.texashouseofrock.com?utm_source=jambase,202928,1400620,Wish You Were Here,51920.0
Luke Grimes,2023-12-09,Emo’s Austin,scheduled,"2015 E Riverside Dr, Austin Texas 78741",[],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Fluke-grimes-austin-texas-12-09-2023%2Fevent%2F3A005F2EA07B20CC,202928,1400620,No Horse To Ride,42001.0
Sam Shure,2023-12-09,Lost & Found,scheduled,"2519 N. Stanton St., El Paso Texas 79902",['edm'],https://link.dice.fm/Hf7edf51e6b1,202928,1400620,Laconia,58159.0
Sunny War,2023-12-09,Tulips,scheduled,"112 St. Louis Ave, Fort Worth Texas 76104","['folk', 'punk']",http://tulipsftw.com/?utm_source=jambase,202928,1400620,Anarchist Gospel,74278.0
Girl in a Coma,2023-12-09,The Mohawk,scheduled,"912 Red River Rd., Austin Texas 78701",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=563013&afflky=369NMM,202928,1400620,Both Before I'm Gone,237162.0
Buffalo Nichols,2023-12-09,Continental Club,scheduled,"3700 Main St, Houston Texas 77002",['folk'],http://continentalclub.com/bigtop/?utm_source=jambase,202928,1400620,Buffalo Nichols,38625.0
Matthew Logan Vasquez,2023-12-09,Duetts Texas Club,scheduled,"420 Main Street, Martindale Texas 78655","['folk', 'rock']",https://link.dice.fm/i463ac74a17d,202928,1400620,Does What He Wants,50449.0
Azzecca,2023-12-09,It’ll Do,scheduled,"4322 Elm Street, Dallas Texas 75226",[],https://www.eventbrite.com/e/azzecca-at-itll-do-club-tickets-728314667777,202928,1400620,Other Side,44871.0
The Texas Tenors,2023-12-09,Brauntex Performing Arts Theatre,scheduled,"290 West San Antonio Street, New Braunfels Texas 78130",['pop'],http://www.brauntex.org/?utm_source=jambase,202928,1400620,You Should Dream,2441.0
Matt Hillyer,2023-12-10,The Post at River East,scheduled,"2925 Race Street, Fort Worth Texas 76111",['country-music'],https://www.tixr.com/groups/afallon/events/terry-rasor-matt-hillyer-85853?utm_source=jambase&utm_campaign=jambase,202928,1400620,If These Old Bones Could Talk,2069.0
Sofar Sounds Dallas / Fort Worth Secret Concert,2023-12-10,Sofar Sounds Oak Lawn / Medical District,scheduled,", Dallas Texas ",[],https://sofarsounds.sjv.io/c/252938/1332467/16078?u=https://www.sofarsounds.com/events/51558,202928,1400620,,
ROSEBUD: The Music of Jerry Garcia Band,2023-12-10,Deep Ellum Art Company,scheduled,"3200 Commerce Street, Dallas Texas 75226",[],https://www.prekindle.com/promo/id/532452770922329514,202928,1400620,,
for KING & COUNTRY,2023-12-14,Frost Bank Center,scheduled,"One AT&T Center Parkway, San Antonio Texas 78219","['christian', 'rock']",https://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Ffor-king-countrys-a-drummer-boy-san-antonio-texas-12-14-2023%2Fevent%2F3A005ECDE8956655,202928,1400620,,
Missio,2023-12-14,The Parish,scheduled,"214 E. Sixth St, Austin Texas 78701","['hip-hop-rap', 'indie', 'pop', 'rock']",http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=576690&afflky=369NMM,202928,1400620,LONER,2684959.0
Upon A Burning Body,2023-12-14,House of Rock,scheduled,"511 Starr St, Corpus Christi Texas 78401","['metal', 'punk']",https://etix.prf.hn/click/camref:1101lGKCg/destination:https://etix.prf.hn/click/camref:1101lGKCg/destination:https://www.etix.com/ticket/p/71830713/upon-a-burning-body-corpus-christi-house-of-rock,202928,1400620,Red. White. Green.,1007686.0
